Inventory ID,Department or Division,Dataset Name,Dataset Description,Data Classification,Value,Department Priority,Date Added to Inventory,Publishing Status,Dataset ID,Dataset Link,Date Published,Category,Publishing Approach,Update Frequency,field_names,monthly_views,days_since_data_update,days_overdue,data_last_changed_dt,data_processed_at,data_as_of,data_loaded_at
FIR-0014,Fire Department,Fire Unit Location,"GPS coordinates of suppression units during the day. Key fields include Unit, Date/Time, Latitude, Longitude.",Level 1 - Public,Low,Priority 2,2015-04-30T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
ETH-0105,Ethics Commission,Statement of Economic Interests (SEI) (Form 700) - Filing Officers and Department Heads,The current list of filing officers and department heads for departments/boards/commissions that file Statement of Economic Interests (SEI) (Form 700) forms with the Ethics Commission.,Level 1 - Public,High,Priority 1,2017-07-02T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
ASR-0005,Assessor-Recorder,Assessor Secured Property Tax Working Roll,,Level 4 - Protected,High,Priority 2,2017-08-17T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
TIS-0017,Technology,Highways in San Francisco,Highways in San Francisco. Based on comparison to TIGER designations for San Francisco streets. A view of the STCLINES layer. (Does not include portion of US HWY 1 in the Presidio which can be found in STCLINES_FREEWAYS).,Level 1 - Public,Medium,Priority 2,2015-04-30T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
CPC-0065,Planning,Historic Zoning Districts - 2003,Map of Zoning Districts from 2003. Part of the San Francisco Planning Code.,Level 1 - Public,Low,Priority 2,2015-04-30T00:00:00Z,Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
TTX-0009,Treasurer-Tax Collector,Legal,"Data of litigation case management, time accounting, claims processing, document management, integrated with Outlook emails,integrated calendars. TTX IT manage with support from Vendor - Cycom Citylaw DATA System.",Level 4 - Protected,Low,Priority 4,2015-04-30T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
ECN-0015,Economic & Workforce Development,Employment Training Panel,"Employment Training Panel (ETP) tracks hours worked and wages earned by graduates of CityBuild Academy are tracked and submitted to the State Employment Training Panel on a quarterly basis to receive training fund reimbursement. The data is tracked in an Excel spreadsheet and is sourced directly from workers who report their hours and wages, or in the case of City and County Public Works projects, the data is pulled from the Elation Systems Certified Payroll database.",Level 4 - Protected,Low,Priority 4,2015-04-30T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
AIR-0061,Airport (SFO),2015 SFO Customer Survey,"SFO conducts a yearly comprehensive survey of our guests to gauge satisfaction with our facilities, services, and amenities. SFO compares results to previous surveys to look for areas of improvement and discover elements of the guest experience that are not satisfactory.",Level 1 - Public,High,Priority 1,2018-01-04T00:00:00Z,Published,6h3c-wyfe,https://data.sfgov.org/d/6h3c-wyfe,12/11/2015,Transportation,,Not updated (historical only),"respnum, ccgid, runid, intdate, airline, flight, destination, destgeo, destmark, gate, barea, strata, peak, deptime, arrtime, method, q2purp1, q2purp2, q2purp3, q3getto1, q3getto2, q3getto3, q3park, q4bags, q4store, q4food, q4wifi, q5timesflown, q5firsttime, q6longuse, saq, q7art, q7food, q7store, q7sign, q7walkways, q7screens, q7infodown, q7infoup, q7wifi, q7roads, q7park, q7airtrain, q7ltparking, q7rental, q7all, q8com1, q8com2, q8com3, q9boarding, q9airtrain, q9rental, q9food, q9restroom, q9all, q9com1, q9com2, q9com3, q10safe, q10com1, q10com2, q10com3, q11tsapre, q12prechekcrate, q12com1, q12com2, q12com3, q13county, q13getrate, q14find, q14passthru, q15problem, q15com1, q15com2, q15com3, q16live, home, q17zip, q17country, q18age, q19gender, q20income, q21fly, q22sjc, q22oak, lang, weight, location_1",,3691,,2015-12-11T22:34:27Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
REC-0001,Recreation and Parks,Recreation and Park Department's Facility Conditions Assessment,A 2007 conditions assessment of the Recreation & Parks Department's capital assets. This data is collected and published from COMET.,Level 1 - Public,Medium,Priority 2,2015-04-30T00:00:00Z,Published,dza3-i9eu,https://data.sfgov.org/d/dza3-i9eu,04/05/2016,Culture and Recreation,Manual,Not updated (historical only),"tma_supervisoral_district, psa_id, psa_title, psa_fci, site_id, site_name, site_sq_ft, site_fci, tma_facility_type, path_name, fci, path_type, assembly, assembly_id, assm_desc, uom, qty, unit_price, ext_unit_price, replacement_amt, renewal_pct, renewal_amt, life, year_installed, priority, priority_description, category, distress, material",48,3575,,2016-04-05T00:21:33Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
DPW-0020,Public Works,Street Names,A list of officially valid street names contained in the City's GIS Basemap,Level 1 - Public,High,Priority 1,2015-04-30T00:00:00Z,Published,6d9h-4u5v,https://data.sfgov.org/d/6d9h-4u5v,09/25/2012,Geographic Locations and Boundaries,Automated,Daily,"fullstreetname, streetname, streettype, post_direction",,97,96,2025-10-13T11:49:26Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
MTA-0105,Municipal Transportation Agency,SFMTA - Off-Street Parking Locations (Lots and Parking Garages),"A. PURPOSE 
SFMTA managed off street parking locations, hours, and amenities. Includes both lots and garages.  

B. METHODOLOGY
Imported from SFpark data warehouse

C. UPDATE FREQUENCY 
Updated once per month  

D. OTHER CRITICAL INFO
Includes both lots and garages operated by SFMTA",Level 1 - Public,High,Priority 1,2017-12-28T00:00:00Z,Published,mizu-nf6z,https://data.sfgov.org/d/mizu-nf6z,11/22/2017,Transportation,Automated,Daily,"the_geom, objectid, owner, globalid, created_user, created_date, last_edited_user, last_edited_date, off_id_1, twohr_1, wedopen, friopen, address_1, wedclose, sunopen, early1star, ver_date_1, tuesclose, onehr_1, evestart, early1end, eveend, secondty_1, oldhours_1, friclosed, earlybird1, notes_1, thursclose, eveflat_1, assessor_1, regmonth_1, primetyp_1, satclose, lotgone, twelvehr_1, monclose, dailyfla_1, g_l_1, dailyend, verifier_1, name2_1, tuesopen, oldhours, assignmt_1, early2star, regcap_1, thursopen, dailystart, fourhr_1, monopen, definiti_1, early2end, threehr_1, sunclose, mc_cap_1, earlybird2, valetcap_1, name1_1, satopen, agency_1, dailymax_1",,2666,2665,2018-10-01T02:11:30Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
ETH-0099,Ethics Commission,Campaign Finance - Individual Expenditure Ceilings (IEC),"This table provides information about the Individual Expenditure Ceilings (IEC) for Board of Supervisors and Mayoral candidates. Only candidates who have been certified as eligible to receive public funds are bound by an Individual Expenditure Ceiling (IEC). Each publicly financed BOS candidate's IEC begins at $250,000 and may be raised in increments of $50,000. Each publicly financed Mayoral candidate's IEC begins at $1,475,000 and may be raised in increments of $250,000.",Level 1 - Public,High,Priority 1,2017-07-20T00:00:00Z,Published,9gib-7p8x,https://data.sfgov.org/d/9gib-7p8x,05/25/2017,City Management and Ethics,Automated,As needed,"election_date, district, candidate, date_certified_or_iec_raised, amount_of_iec",34,73,,2025-11-06T23:30:05Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
DPH-0031,Public Health,ARCHIVED: COVID Vaccinations Given to SF Residents Over Time,"<strong>As of 10/27/2022, this dataset will no longer update. To continue to access updated vaccination metrics given to SF residents, including newly added bivalent boosters, please navigate to the following page: <a href= ""https://data.sfgov.org/d/rutu-rpar"">COVID-19 Vaccinations Given to SF Residents Over Time</a>.</strong> 

<strong>A. SUMMARY</strong>
This dataset represents the COVID-19 vaccinations given to San Franciscans over time.  All vaccines given to people who live in San Francisco are included, no matter where the vaccination took place (the vaccine may have been administered in San Francisco or outside of San Francisco). 

<strong>B. HOW THE DATASET IS CREATED</strong>
Information on doses administered to those who live in San Francisco is from the California Immunization Registry (CAIR), run by the California Department of Public Health (CDPH). 

<strong>C. UPDATE PROCESS</strong>
Updated daily via automated process

<strong>D. HOW TO USE THIS DATASET</strong>
Different vaccines have different dosage requirements.  For example, the Moderna and the Pfizer vaccines require two doses in order for a resident to complete their primary vaccine series (as of December 21, 2021).  Each dose is recorded separately in its respective dataset column.  Other vaccines, such as Johnson & Johnson, would only require a single dose for a resident to complete their primary vaccine series (as of December 21, 2021). The Pfizer vaccine for children under 5 requires three separate doses. Single dose vaccines counts are recorded in a separate column.

Summing the NEW_1ST_DOSES, NEW_2ND_DOSES, NEW_SINGLE_DOSES columns would give you the total count of primary vaccine series doses administered on a given day.  To count the number of individuals who have completed their primary vaccine series on a given day, use the NEW_SERIES_COMPLETED column. To count the number of individuals vaccinated (with any primary series dose) for the first time on a given day, use the NEW_RECIPIENTS column.

To count the number of individuals who got a vaccine booster on a given day, use the NEW_BOOSTER_RECIPIENTS column. To count the number of booster doses administered on a given day, use the NEW_BOOSTER_DOSES column. To count the total number of individuals who have received a booster over time, use the CUMULATIVE_BOOSTER_RECIPIENTS column. To count the total number of booster doses that have been administered over time, use the CUMULATIVE_BOOSTER_DOSES column.  

In <a href=""https://data.sfgov.org/stories/s/COVID-19-Vaccinations-Progress/7mye-zncy/"">our public dashboards</a> we combine this dataset with <a href=""https://data.census.gov/cedsci/table?q=popualtion%20age&g=0500000US06075&tid=ACSST5Y2019.S0101&hidePreview=false"">the US Census's 2019 five-year American Community Survey population estimates</a> to estimate the percent of San Franciscans vaccinated.",Level 1 - Public,High,Priority 1,2021-03-05T00:00:00Z,Published,bqge-2y7k,,02/12/2021,Health and Social Services,Automated,Not updated (historical only),"date_administered, new_1st_doses, new_2nd_doses, new_single_doses, new_series_completed, new_recipients, cumulative_1st_doses, cumulative_2nd_doses, cumulative_single_doses, cumulative_series_completed, cumulative_recipients, new_booster_doses, new_booster_recipients, cumulative_booster_doses, cumulative_booster_recipients, data_as_of, data_updated_at, data_loaded_at, new_2nd_booster_recipients, cumulative_2nd_booster_recipients",,1179,,2022-10-27T17:18:05Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
PER-0010,Permit Center,QLess Queue Length Fact,"This is an internal dataset which provides information on wait times and actions taken within the Permit Center. The data is provided by QLess. See other datasets here:

https://data.sfgov.org/dataset/QLess-Queue-Length-Fact/2mki-8dqb
https://data.sfgov.org/dataset/QLess-Rejoin-Fact/87vy-43ev
https://data.sfgov.org/dataset/QLess-Return-Visit-Fact/qijn-z2xx
https://data.sfgov.org/dataset/QLess-Service-Fact/fjbz-dvss
https://data.sfgov.org/dataset/QLess-Service-Wait-Fact/i365-9ecf",Level 2 - Internal Use,Medium,Priority 2,2023-02-02T00:00:00Z,Internal,,,,,,,"id, location, queue_id, queue_name, time, parties, customers, environment, data_as_of, data_loaded_at",,2,1,2026-01-16T16:15:09Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
DPH-0068,Public Health,Mental Health (MH) and Substance Use Disorder (SUD) Provider Directory - Provider List,"<STRONG>A. SUMMARY</STRONG>
This dataset contains information of Mental Health (MH) and Substance Use Disorder (SUD) programs / sites. It serves as provider directory for the general public to know and search for MH and SUD programs / sites contracted with the City and County of San Francisco. 

<STRONG>B. HOW THE DATASET IS CREATED</STRONG>
The dataset is pulled from our electronic systems. 

<STRONG>C. UPDATE PROCESS</STRONG>
The dataset is updated nightly through sf.gov through Application Programming Interface (API) whenever there are changes. There is monthly review and tracking. 

<STRONG>D. HOW TO USE THIS DATASET</STRONG>
There are filters for some data fields for quick search. For example, if we want to search all MH and SUD programs that serve women, we would use the Gender filter and select “Women” and “All”.

<STRONG>E. RELATED DATASETS</STRONG>",Level 3 - Sensitive,Medium,Priority 2,2024-10-03T00:00:00Z,Not Published,msn5-73h7,https://data.sfgov.org/d/msn5-73h7,10/03/2024,Health and Social Services,Automated,Daily,"provider_directory, site_id, npi, last_name, first_name, provider_type, state_license_number, languages, cultural_competency_training, data_as_of, data_updated_at, data_loaded_at",,0,,2026-01-18T09:04:20Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
REC-0026,Recreation and Parks,Recreation and Parks Facilities,Facilities maintained by the Recreation and Parks Department. A facility in this dataset represents a structural or physical amenity within a property's boundaries.,Level 1 - Public,High,Priority 1,2016-01-12T00:00:00Z,Published,ib5c-xgwu,https://data.sfgov.org/d/ib5c-xgwu,07/22/2019,Culture and Recreation,Automated,Daily,"objectid, facility_id, facility_name, squarefeet, perimeterlength, acres, longitude, latitude, address, city, state, zipcode, facility_type, property_id, property_name, floors, state_senate, supdist, analysis_neighborhood, land_id, mons_neighborhood, police_district, complex, ownership, psa, us_congress, realtor_neighborhood, state_assembly, planning_neighborhood, shape, created_date, last_edited_date, data_as_of, data_loaded_at, supervisor_district",167,44,43,2025-12-05T04:05:05Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
AAM-0001,Asian Art Museum,Onsite attendance,"Attendance: paid, free, visitors to caf̩ & store only, school groups. Potentially will begin including rental and special events.",Level 3 - Sensitive,Medium,Priority 2,2015-04-30T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:26:59Z,2026-01-18T19:13:25Z
HRD-0014,Human Resources,Permanent Civil Service Examination results & lists,See here: https://sfdhr.org/search-examination-results,Level 1 - Public,Medium,Unassigned,2025-01-30T00:00:00Z,Scoping,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-10-24T10:51:27Z,2026-01-18T19:13:25Z
ADM-0057,City Administrator’s Office,Paid Sick Leave Ordinance case log,Paid Sick Leave Ordinance case data (excluding back wages and penalties payment tracking),Level 4 - Protected,High,Priority 2,2015-06-01T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
CPC-0044,Planning,Planning Department Neighborhood Quadrants,"Boundaries of the Neighborhood Quadrants. These outline the areas of responsibility of the Planning Department's neighborhood planning teams. All building permits and cases are assigned on a geographic basis to the neighborhood planning teams. For example, permits and cases located in the NW neighborhood quadrant are assigned to planners in the NW planning team.",Level 1 - Public,Low,Priority 2,2015-04-30T00:00:00Z,Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
TIS-0010,Technology,Census 2000 Blocks (no water),"US Census 2000 Block Geography modified to conform with SFGIS Library Geography (Streets, Lakes, et al.). Water areas have been clipped from this layer.",Level 1 - Public,Medium,Priority 2,2015-04-30T00:00:00Z,Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
BOS-0011,Board of Supervisors,Assessment & Appeals Board (AAB) Database,Data related to taxplayer filed appeals of property tax assessments,Level 1 - Public,Low,Priority 2,2015-04-30T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
DEM-0013,Emergency Management,Push-To-Talk Radio,"Radio usage data for Police, Fire, and EMS. Data on radio system performance.",Level 3 - Sensitive,Low,Priority 3,2023-08-02T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-08-25T16:17:45Z,2026-01-18T19:13:25Z
CHF-0003,Children Youth & Their Families,Contract Management System - Invoices,Monthly invoice data includes program expenses - including staff expenditures - and program activity narratives for each monthly invoice.,Level 1 - Public,High,Priority 1,2015-04-30T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-03-26T13:51:27Z,2026-01-18T19:13:25Z
CPC-0064,Planning,Historic Zoning Districts - 2002,Map of Zoning Districts from 2002. Part of the San Francisco Planning Code.,Level 1 - Public,Low,Priority 2,2015-04-30T00:00:00Z,Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
ADP-0015,Adult Probation,1170 re-arrest spreadsheet,Contains arrests of 1170 clients,Level 4 - Protected,Medium,Priority 3,2015-04-30T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
FIR-0011,Fire Department,School Drills,"Information on School Drills performed by SFFD personnel. Key fields include Drill Date, Address, School Name, Time of Drill, Status.",Level 1 - Public,Medium,Priority 2,2015-04-30T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
CPC-0015,Planning,Coastal Zone Area,Coastal Zone Area The Coastal Zone Area is a component of the Zoning Map which in turn is a key component of the San Francisco Planning Code.,Level 1 - Public,Medium,Priority 2,2015-04-30T00:00:00Z,Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
ETH-0114,Ethics Commission,SFEC Form 3410B - Quarterly Report for Permit Consultants Filings,"Effective January 1, 2015, an individual who qualifies as a permit consultant under San Francisco law must register and file quarterly reports with the Ethics Commission. A permit consultant is an individual who receives or is promised compensation to provide permit consulting services on a ""major project"" or a ""minor project"", including any employee who receives compensation for time spent on permit consulting services. 

""Permit consulting services"" means any contact with the Department of Building Inspection, the Entertainment Commission, the Planning Department, or the Department of Public Works to help a permit applicant obtain a permit. ""Permit consulting services"" do not include simple requests for information which do not otherwise include attempts to help obtain a permit. 

A ""major project"" is a real estate development project located in the City and County of San Francisco with estimated construction costs exceeding $1,000,000 and which requires a permit issued by the Department of Building Inspection or the Planning Department. Estimated constructions costs are to be calculated in the same manner used to determine building permit fees under the Building Code. A ""minor project"" is a project located in the City and County of San Francisco which requires a permit issued by the Entertainment Commission.

The following individuals are not permit consultants and thus are not required to register or report: 
-a licensed architect or engineer of record for construction activity allowed or contemplated by the permit, or an employee of that architect or engineer; 
-a contractor who will be responsible for all construction activity associated with the requested permit, or an employee of that contractor; or 
-an employee or agent of an organization with tax exempt status under 26 United States Code Section 501(c)(3) communicating on behalf of that organization regarding the development of a project for that organization. 

Each permit consultant must register with the Ethics Commission no later than five business days after providing permit consulting services. Quarterly disclosure reports must subsequently be filed with the Ethics Commission",Level 1 - Public,High,Priority 1,2019-06-29T00:00:00Z,Published,k2rm-926a,https://data.sfgov.org/d/k2rm-926a,09/12/2018,City Management and Ethics,Automated,Streaming,"filingtype, originalfilingdate, periodmonths, periodyear, periodstartdate, periodenddate, permitconsultantname, permitconsultantemployer, permitconsultantaddress, permitconsultanttelephone, permitconsultantemail, additionalclientsheetsrequired, additionalpermitsheetsrequired, additionalcontributionsheetsrequired, signername, datesigned, filing, docusignid",,0,,2026-01-18T16:53:54Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
ETH-0122,Ethics Commission,SFEC Form 3610b - City Officers Behested Payment - Payors,"San Francisco Campaign and Governmental Conduct Code section 3.610 requires City elective officers and members of certain boards and commissions to file behested payment reports (Form SFEC-3610(b)) with the Ethics Commission.

Effective September 24, 2020, Mayoral Executive Directive 20-02 requires Department Heads to file behested payment Form SFEC-3610(b) and to comply with the City’s behested payment requirements that apply to City elected officials and members of boards and commissions that are contained in Article III, Chapter 6 of the Campaign and Governmental Conduct Code. 

An officer must file Form SFEC-3610(b) any time a behested payment of $1,000 or more is made at his or her behest by an interested party. An “interested party” is a person who is a party, participant or agent of a party or participant to certain types of proceedings before the official in question. Those proceedings are limited to administrative enforcement proceedings and proceedings regarding permits, licenses, or other entitlements for use. A party to such a proceeding is someone who files an application for a license, permit, or entitlement for use or is the subject of the administrative enforcement. A participant in such a proceeding is someone who is not a party to the proceeding but who actively supports or opposes a particular decision in the proceeding and has a financial interest in the decision. An agent is someone who represents a party or a participant in such a proceeding.

The filing deadline for Form SFEC-3610(b) depends on the circumstances under which the behested payment was made.

If the behested payment was made while the proceeding involving the interested party is pending before the official, then the form must be filed within thirty days of the payment being made. If there is a series of behested payments, the form is due within 30 days of the payment that makes the total $1,000 or more.

If the behested payment was made within six months following the date on which a final decision was made in the proceeding involving the interested party, then the form must be filed within thirty days of the payment. If there is a series of behested payments, the form is due within 30 days of the payment that makes the total $1,000 or more.

Finally, if the behested payment was made in the 12 months prior to the commencement of the proceeding involving the interested party, the form is due within 30 days of the date the official knew or should have known that the source of the behested payment became an interested party.

Each row in this dataset represents information about payors reported in the ""Payors Information"" sub-table of a Form SFEC-3610(b) filed with the Ethics Commission. The parent filing and form data is available in a separate dataset: ""SFEC Form 3610b - City Officer Behested Payment - Filings"" at https://data.sfgov.org/City-Management-and-Ethics/SFEC-Form-3610b-City-Officer-Behested-Payment-Fili/7vmk-cq9e. Join this dataset with the sub-table using the DocuSignID.",Level 1 - Public,High,Priority 1,2020-07-01T00:00:00Z,Published,m9gk-e9r5,https://data.sfgov.org/d/m9gk-e9r5,01/07/2019,City Management and Ethics,Automated,Streaming,"pmtdate, docusignid, payorname, payoradrs, paymenttype, inkinddesc, pmtamt",,1072,1071,2023-02-11T17:12:59Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
ETH-0118,Ethics Commission,SFEC Form 107 - Training for Candidates and Treasurers - Filings,"Candidates for City elective office and their treasurer/assistant treasurer must complete a training developed by Ethics Commission staff prior to each election in which the candidate will appear on the ballot. An individual who serves as the treasurer for more than one committee is not required to complete a training if that individual has completed such a training within the previous 12 months. This dataset lists candidates and treasurers that have completed the requirement and filed the required SFEC Form 107 since February 26, 2020.",Level 1 - Public,High,Priority 1,2020-07-01T00:00:00Z,Published,i2q2-jqhq,https://data.sfgov.org/d/i2q2-jqhq,02/25/2020,City Management and Ethics,Automated,Streaming,"docusignid, filing, trainingdate, trainingtype, datesigned, fullname",,271,270,2025-04-22T23:16:42Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
RES-0009,Office of Resilience and Capital Planning,Tsunami Inundation Hazard Zone (2021 Update),"California Tsunami Hazard Area Maps and data are prepared to assist cities and counties in identifying their tsunami hazard for tsunami response planning. The maps and data are compiled with the best currently available scientific information and represent areas that could be exposed to tsunami hazards during a tsunami event. They are primarily based on inundation limits corresponding to a 975-year average return period tsunami event model. These limits have been extended to reflect potential local tsunami sources not considered in probabilistic analysis and are also modified to reflect the practical need to define limits that coincide with geographic features or city streets.

State of California, 2021, Tsunami Hazard Area Map, County name County; produced by the California Geological Survey, the California Governor's Office of Emergency Services, and AECOM; dated date on the map, mapped at multiple scales.",Level 1 - Public,High,Priority 2,2021-07-14T00:00:00Z,Published,7p2k-c3z6,https://data.sfgov.org/d/7p2k-c3z6,08/03/2021,Energy and Environment,Manual,As needed,"the_geom, objectid, evacuate, county, gis_link, kmz_link, map_link, label, shape_leng, shape_le_1, shape_area",,1629,,2021-08-03T20:24:43Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
DPH-0080,Public Health,[Archived] COVID-19 Deaths by Population Characteristics Over Time,"<strong>As of July 2nd, 2024 the COVID-19 Deaths by Population Characteristics Over Time dataset has been retired. This dataset is archived and will no longer update. We will be publishing a <u><a href=""https://data.sfgov.org/Health-and-Social-Services/COVID-19-Deaths-by-Population-Characteristics/kv9m-37qh/about_data"">cumulative deaths by population characteristics dataset</a></u> that will update moving forward.

A. SUMMARY</strong>
This dataset shows San Francisco COVID-19 deaths by population characteristics and by date. This data may not be immediately available for recently reported deaths. Data updates as more information becomes available. Because of this, death totals for previous days may increase or decrease. More recent data is less reliable.

Population characteristics are subgroups, or demographic cross-sections, like age, race, or gender. The City tracks how deaths have been distributed among different subgroups. This information can reveal trends and disparities among groups.

<strong>B. HOW THE DATASET IS CREATED</strong>
As of January 1, 2023, COVID-19 deaths are defined as persons who had COVID-19 listed as a cause of death or a significant condition contributing to their death on their death certificate. This definition is in alignment with the California Department of Public Health and the national <a href = ""https://preparedness.cste.org/wp-content/uploads/2022/12/CSTE-Revised-Classification-of-COVID-19-associated-Deaths.Final_.11.22.22.pdf"">Council of State and Territorial Epidemiologists</a>. Death certificates are maintained by the California Department of Public Health.

Data on the population characteristics of COVID-19 deaths are from: 
*Case reports 
*Medical records 
*Electronic lab reports 
*Death certificates 

Data are continually updated to maximize completeness of information and reporting on San Francisco COVID-19 deaths. 

To protect resident privacy, we summarize COVID-19 data by only one characteristic at a time. Data are not shown until cumulative citywide deaths reach five or more. 
 
Data notes on each population characteristic type is listed below.

<u> Race/ethnicity</u> 
* We include all race/ethnicity categories that are collected for COVID-19 cases.

<u>Gender</u>
* The City collects information on gender identity using <u><a href=""https://www.sfdph.org/dph/files/PoliciesProcedures/COM5_SexGenderGuidelines.pdf"">these guidelines</a></u>.

<strong>C. UPDATE PROCESS</strong>
Updates automatically at 06:30 and 07:30 AM Pacific Time on Wednesday each week.

Dataset will not update on the business day following any federal holiday.

<strong>D. HOW TO USE THIS DATASET</strong>
Population estimates are only available for age groups and race/ethnicity categories. San Francisco population estimates for race/ethnicity and age groups can be found in a <a href=""https://data.sfgov.org/d/cedd-86uf"">view based on the San Francisco Population and Demographic Census dataset</a>. These population estimates are from the 2016-2020 5-year American Community Survey (ACS). 

This dataset includes many different types of characteristics. Filter the “Characteristic Type” column to explore a topic area. Then, the “Characteristic Group” column shows each group or category within that topic area and the number of deaths on each date. 

New deaths are the count of deaths within that characteristic group on that specific date. Cumulative deaths are the running total of all San Francisco COVID-19 deaths in that characteristic group up to the date listed.

This data may not be immediately available for more recent deaths. Data updates as more information becomes available. 

To explore data on the total number of deaths, use <u><a href=""https://data.sfgov.org/COVID-19/COVID-19-Deaths-Over-Time/g2di-xufg"">the COVID-19 Deaths Over Time dataset</a></u>.

<strong>E. CHANGE LOG</strong> 
<UL><LI>9/11/2023 - on this date, we began using an updated definition of a COVID-19 death to align with the California Department o",Level 3 - Sensitive,High,Priority 1,2024-08-20T00:00:00Z,Published,kkr3-wq7h,https://data.sfgov.org/d/kkr3-wq7h,06/08/2021,Health and Social Services,Automated,Not updated (historical only),"date_of_death, characteristic_type, characteristic_group, characteristic_group_sort_order, new_deaths, cumulative_deaths, data_as_of, data_loaded_at, population_estimate",,570,,2024-06-27T12:35:31Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
